Flow ID,Src IP,Src Port,Dst IP,Dst Port,Protocol,Timestamp,Flow Duration,Tot Fwd Pkts,Tot Bwd Pkts,TotLen Fwd Pkts,TotLen Bwd Pkts,Fwd Pkt Len Max,Fwd Pkt Len Min,Fwd Pkt Len Mean,Fwd Pkt Len Std,Bwd Pkt Len Max,Bwd Pkt Len Min,Bwd Pkt Len Mean,Bwd Pkt Len Std,Flow Byts/s,Flow Pkts/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Tot,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Tot,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Len,Bwd Header Len,Fwd Pkts/s,Bwd Pkts/s,Pkt Len Min,Pkt Len Max,Pkt Len Mean,Pkt Len Std,Pkt Len Var,FIN Flag Cnt,SYN Flag Cnt,RST Flag Cnt,PSH Flag Cnt,ACK Flag Cnt,URG Flag Cnt,CWE Flag Count,ECE Flag Cnt,Down/Up Ratio,Pkt Size Avg,Fwd Seg Size Avg,Bwd Seg Size Avg,Fwd Byts/b Avg,Fwd Pkts/b Avg,Fwd Blk Rate Avg,Bwd Byts/b Avg,Bwd Pkts/b Avg,Bwd Blk Rate Avg,Subflow Fwd Pkts,Subflow Fwd Byts,Subflow Bwd Pkts,Subflow Bwd Byts,Init Fwd Win Byts,Init Bwd Win Byts,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
157.240.15.60-192.168.0.9-443-51250-6,192.168.0.9,51250,157.240.15.60,443,6,26-05-2021 20:19,236012,0,3,0,28,0,0,0,0,28,0,9.333333333,16.16580754,118.6380354,12.71121807,118006,96511.59035,186250,49762,0,0,0,0,0,236012,118006,96511.59035,186250,49762,0,1,0,0,0,60,0,12.71121807,0,28,14,16.16580754,261.3333333,0,0,0,1,1,0,0,0,0,18.66666667,0,9.333333333,0,0,0,0,0,0,0,0,3,28,-1,487,0,0,0,0,0,0,0,0,0,0,No Label
157.240.15.60-192.168.0.9-443-51250-6,192.168.0.9,51250,157.240.15.60,443,6,26-05-2021 20:19,269,1,1,0,0,0,0,0,0,0,0,0,0,0,7434.944238,269,0,269,269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,3717.472119,3717.472119,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,-1,513,0,0,0,0,0,0,0,0,0,0,No Label
142.250.195.131-192.168.0.9-443-51273-6,192.168.0.9,51273,142.250.195.131,443,6,26-05-2021 20:20,36750418,1,2,0,1,0,0,0,0,1,0,0.5,0.707106781,0.027210575,0.081631725,1.84E+07,2.59E+07,3.67E+07,50024,0,0,0,0,0,50024,50024,0,50024,50024,0,0,0,0,20,52,0.027210575,0.05442115,0,1,0.5,0.577350269,0.333333333,0,0,0,0,1,0,0,0,2,0.666666667,0,0.5,0,0,0,0,0,0,1,0,2,1,-1,261,0,0,0,0,0,0,0,0,0,0,No Label
192.168.0.9-34.232.97.135-51287-443-6,192.168.0.9,51287,34.232.97.135,443,6,26-05-2021 20:20,10727535,14,16,3367,5838,1360,0,240.5,426.5681928,1360,0,364.875,570.9922212,858.0722412,2.796541796,369915,1805081.389,9745685,1,1.05E+07,807531.5385,2763362.009,1.00E+07,13,1.07E+07,715138.7333,2500577.452,9745685,1,0,0,0,0,280,344,1.305052838,1.491488958,0,1360,296.9354839,498.7511026,248752.6624,0,1,0,0,0,0,0,0,1,306.8333333,240.5,364.875,0,0,0,0,0,0,14,3367,16,5838,-1,142,7,0,981395,0,981395,981395,9745685,0,9745685,9745685,No Label
192.168.0.9-52.184.87.25-51288-443-6,192.168.0.9,51288,52.184.87.25,443,6,26-05-2021 20:21,731851,13,16,3255,6812,1360,0,250.3846154,431.1365867,1360,0,425.75,591.0754605,13755.53221,39.6255522,26137.53571,76370.74137,385309,1,649497,54124.75,110941.4953,385904,8,731256,48750.4,100644.3948,385350,1,0,0,0,0,260,380,17.76317857,21.86237363,0,1360,335.5666667,518.8900411,269246.8747,0,1,0,0,0,0,0,0,1,347.137931,250.3846154,425.75,0,0,0,0,0,0,13,3255,16,6812,-1,2050,7,0,0,0,0,0,0,0,0,0,No Label
192.168.0.9-52.184.87.25-51288-443-6,52.184.87.25,443,192.168.0.9,51288,6,26-05-2021 20:21,1,1,1,0,42,0,0,0,0,42,42,42,0,4.20E+07,2000000,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,20,20,1000000,1000000,0,42,28,24.24871131,588,0,0,0,1,1,0,0,0,1,42,0,42,0,0,0,0,0,0,1,0,1,42,-1,2050,0,0,0,0,0,0,0,0,0,0,No Label
192.168.0.9-52.170.57.27-51289-443-6,192.168.0.9,51289,52.170.57.27,443,6,26-05-2021 20:21,961961,9,8,2978,4474,1360,0,330.8888889,521.5216785,1360,0,559.25,669.6354552,7746.675801,17.67223411,60122.5625,98046.11911,228689,39,742352,92794,126809.0785,277439,61,909381,129911.5714,120037.3791,233200,187,0,0,0,0,180,184,9.355888648,8.316345465,0,1360,414,579.9139896,336300.2353,0,1,0,0,0,0,0,0,0,438.3529412,330.8888889,559.25,0,0,0,0,0,0,9,2978,8,4474,-1,2046,5,0,0,0,0,0,0,0,0,0,No Label
8.0.6.4-8.6.0.1-0-0-0,8.6.0.1,0,8.0.6.4,0,0,26-05-2021 20:19,118004191,85,1,0,0,0,0,0,0,0,0,0,0,0,0.728787675,1388284.6,731630.8063,2150110,14815,1.18E+08,1404381.548,720723.9314,2150110,14815,0,0,0,0,0,0,0,0,0,0,0,0.7203134,0.008474275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,0,1,0,-1,-1,0,0,0,0,0,0,0,0,0,0,No Label
192.168.0.9-52.98.56.210-51294-443-6,192.168.0.9,51294,52.98.56.210,443,6,26-05-2021 20:21,1423208,10,8,2889,3949,1360,0,288.9,440.9138112,1360,0,493.625,649.5602771,4804.638535,12.64748371,83718.11765,324286.2916,1341762,1,1401707,155745.2222,453095.9545,1363881,13,1409552,201364.5714,502988.1422,1341762,1,0,0,0,0,212,184,7.02637984,5.621103872,0,1360,359.8947368,528.4222738,279230.0994,0,1,0,0,0,0,0,0,0,379.8888889,288.9,493.625,0,0,0,0,0,0,10,2889,8,3949,-1,2046,5,0,0,0,0,0,0,0,0,0,No Label
192.168.0.9-20.198.162.78-51203-443-6,192.168.0.9,51203,20.198.162.78,443,6,26-05-2021 20:19,60104338,3,3,101,443,101,0,33.66666667,58.31237719,171,101,147.6666667,40.41451884,9.050927406,0.099826405,1.20E+07,2.68E+07,5.99E+07,44534,6.00E+07,3.00E+07,4.23E+07,5.99E+07,92380,6.01E+07,3.00E+07,4.24E+07,6.00E+07,59604,0,1,0,0,60,60,0.049913203,0.049913203,0,171,92.14285714,70.30037594,4942.142857,0,0,0,1,1,0,0,0,1,107.5,33.66666667,147.6666667,0,0,0,0,0,0,3,101,3,443,-1,7438,1,0,109662,0,109662,109662,5.99E+07,0,5.99E+07,5.99E+07,No Label
142.250.196.46-192.168.0.9-443-52681-17,192.168.0.9,52681,142.250.196.46,443,17,26-05-2021 20:19,115289537,114,122,5805,6418,360,33,50.92105263,69.7377064,465,25,52.60655738,86.01658089,106.0200285,2.047020104,490593.7745,1581774.794,1.28E+07,0,1.15E+08,1019178.372,2192440.709,1.29E+07,11358,1.15E+08,952806.0909,2131603.879,1.29E+07,0,0,0,0,0,912,976,0.988814796,1.058205308,25,465,52.80168776,79.77632075,6364.261353,0,0,0,0,0,0,0,0,1,53.02542373,50.92105263,52.60655738,0,0,0,0,0,0,114,5805,122,6418,-1,-1,114,0,7973091.571,7933000.117,1.94E+07,61094,8488095.286,3019217.557,1.28E+07,6406720,No Label
192.168.0.9-224.0.0.251-5353-5353-17,192.168.0.9,5353,224.0.0.251,5353,17,26-05-2021 20:19,67134228,3,1,144,28,77,28,48,25.70992026,28,28,28,0,2.562031398,0.059582126,2.24E+07,3.79E+07,6.61E+07,1354,6.61E+07,3.31E+07,4.68E+07,6.61E+07,1354,0,0,0,0,0,0,0,0,0,24,8,0.044686594,0.014895531,28,77,40,21.22498528,450.5,0,0,0,0,0,0,0,0,0,50,48,28,0,0,0,0,0,0,3,144,1,28,-1,-1,3,0,1005343,0,1005343,1005343,6.61E+07,0,6.61E+07,6.61E+07,No Label
157.240.15.60-192.168.0.9-443-51280-6,192.168.0.9,51280,157.240.15.60,443,6,26-05-2021 20:19,96280835,54,67,28085,16152,1360,0,520.0925926,633.2869113,1360,0,241.0746269,463.6196623,459.4580012,1.256740243,802340.2917,3674861.778,2.37E+07,0,9.62E+07,1815573.094,5388897.927,2.37E+07,4,9.62E+07,1458069.197,4902100.426,2.38E+07,0,0,0,0,0,1080,1496,0.560859282,0.695880961,0,1360,362.5983607,559.6811173,313242.9531,0,1,0,0,0,0,0,0,1,365.5950413,520.0925926,241.0746269,0,0,0,0,0,0,54,28085,67,16152,-1,476,34,0,1418345.8,2534365.285,5951956,283542,1.78E+07,5009462.475,2.37E+07,1.17E+07,No Label
192.168.0.9-13.107.4.52-51302-80-6,192.168.0.9,51302,13.107.4.52,80,6,26-05-2021 20:21,12697,3,4,154,539,154,0,51.33333333,88.91194146,539,0,134.75,269.5,54579.82201,551.3113334,2116.166667,2368.746792,5188,132,7622,3811,4799.840831,7205,417,12510,4170,2065.020339,5737,1830,0,0,0,0,60,104,236.2762857,315.0350476,0,539,86.625,190.5652775,36315.125,0,1,0,0,0,0,0,0,1,99,51.33333333,134.75,0,0,0,0,0,0,3,154,4,539,-1,16405,1,0,0,0,0,0,0,0,0,0,No Label
142.250.71.46-192.168.0.9-443-51290-6,192.168.0.9,51290,142.250.71.46,443,6,26-05-2021 20:21,12356813,5,5,649,792,585,0,129.8,255.9691388,580,0,158.4,252.9284484,116.6158297,0.809270157,1372979.222,4031527.039,1.21E+07,146,1.23E+07,3074417.25,6032886.001,1.21E+07,531,191356,47839,10867.22826,58998,32922,0,0,0,0,100,124,0.404635079,0.404635079,0,585,131,232.1409055,53889.4,0,1,0,0,0,0,0,0,1,144.1,129.8,158.4,0,0,0,0,0,0,5,649,5,792,-1,261,2,0,0,0,0,0,0,0,0,0,No Label
142.250.182.74-192.168.0.9-443-51297-6,192.168.0.9,51297,142.250.182.74,443,6,26-05-2021 20:21,6830454,5,5,664,792,600,0,132.8,262.6389156,580,0,158.4,252.9284484,213.1629903,1.464031527,758939.3333,2189014.444,6595955,100,6781521,1695380.25,3267347.01,6595955,364,182777,45694.25,14975.93793,59093,24259,0,0,0,0,100,124,0.732015764,0.732015764,0,600,132.3636364,235.0996694,55271.85455,0,1,0,0,0,0,0,0,1,145.6,132.8,158.4,0,0,0,0,0,0,5,664,5,792,-1,261,2,0,0,0,0,0,0,0,0,0,No Label
142.250.195.131-192.168.0.9-443-51300-6,192.168.0.9,51300,142.250.195.131,443,6,26-05-2021 20:21,1894432,5,5,645,792,581,0,129,254.1908732,580,0,158.4,252.9284484,758.5387071,5.27862705,210492.4444,539790.3025,1648460,137,1844605,461151.25,792941.3063,1648460,578,188429,47107.25,9561.934615,54297,33051,0,0,0,0,100,124,2.639313525,2.639313525,0,581,130.6363636,231.3604429,53527.65455,0,1,0,0,0,0,0,0,1,143.7,129,158.4,0,0,0,0,0,0,5,645,5,792,-1,261,2,0,0,0,0,0,0,0,0,0,No Label
142.250.195.170-192.168.0.9-443-51296-6,192.168.0.9,51296,142.250.195.170,443,6,26-05-2021 20:21,7021334,5,5,648,792,584,0,129.6,255.5245585,580,0,158.4,252.9284484,205.0892323,1.42423078,780148.2222,2234167.629,6737316,99,6971135,1742783.75,3330156.108,6737316,655,236029,59007.25,27514.11633,97745,32997,0,0,0,0,100,124,0.71211539,0.71211539,0,584,130.9090909,231.9454481,53798.69091,0,1,0,0,0,0,0,0,1,144,129.6,158.4,0,0,0,0,0,0,5,648,5,792,-1,261,2,0,0,0,0,0,0,0,0,0,No Label
192.168.0.9-13.35.238.213-51286-443-6,192.168.0.9,51286,13.35.238.213,443,6,26-05-2021 20:20,67879272,12,16,1089,5383,517,0,90.75,173.0581221,1360,0,336.4375,554.808672,95.34574855,0.412497058,2514047.111,9561312.476,4.50E+07,0,6.79E+07,6170408.636,1.46E+07,4.50E+07,197,4.50E+07,3002337.8,1.16E+07,4.50E+07,0,0,0,0,0,252,356,0.176784453,0.235712605,0,1360,223.1724138,439.6479167,193290.2906,0,1,0,0,0,0,0,0,1,231.1428571,90.75,336.4375,0,0,0,0,0,0,12,1089,16,5383,-1,7,6,0,24465,0,24465,24465,4.50E+07,0,4.50E+07,4.50E+07,No Label
142.250.195.131-192.168.0.9-443-51301-6,192.168.0.9,51301,142.250.195.131,443,6,26-05-2021 20:21,2526720,10,12,1332,1353,581,0,133.2,223.8068612,580,0,112.75,188.6064325,1062.642477,8.706940223,120320,489084.9064,2253236,35,2471021,274557.8889,760973.5035,2302342,235,273484,24862.18182,21123.50774,55598,147,0,0,0,0,200,264,3.957700101,4.749240122,0,581,116.7391304,197.5567162,39028.65613,0,1,0,0,0,0,0,0,1,122.0454545,133.2,112.75,0,0,0,0,0,0,10,1332,12,1353,-1,266,6,0,0,0,0,0,0,0,0,0,No Label
192.168.0.9-74.125.24.189-51211-443-6,192.168.0.9,51211,74.125.24.189,443,6,26-05-2021 20:20,102360789,3,4,2,1,1,0,0.666666667,0.577350269,1,0,0.25,0.5,0.029308098,0.068385561,1.71E+07,2.21E+07,4.50E+07,80470,5.73E+07,2.86E+07,2.33E+07,4.51E+07,1.22E+07,9.03E+07,3.01E+07,2.60E+07,4.51E+07,80470,0,0,0,0,60,116,0.029308098,0.039077464,0,1,0.5,0.534522484,0.285714286,0,0,0,0,1,0,0,0,1,0.571428571,0.666666667,0.25,0,0,0,0,0,0,3,2,4,1,-1,389,2,0,80509,55.15432893,80548,80470,4.50E+07,2476.995054,4.50E+07,4.50E+07,No Label
192.168.0.9-74.125.200.188-51262-5228-6,192.168.0.9,51262,74.125.200.188,5228,6,26-05-2021 20:20,94754543,2,3,1,1,1,0,0.5,0.707106781,1,0,0.333333333,0.577350269,0.021107167,0.052767918,2.37E+07,2.74E+07,4.97E+07,48044,4.97E+07,4.97E+07,0,4.97E+07,4.97E+07,4.51E+07,2.26E+07,3.18E+07,4.51E+07,48044,0,0,0,0,40,84,0.021107167,0.031660751,0,1,0.5,0.547722558,0.3,0,0,0,0,1,0,0,0,1,0.6,0.5,0.333333333,0,0,0,0,0,0,2,1,3,1,-1,265,1,0,48044,0,48044,48044,4.50E+07,0,4.50E+07,4.50E+07,No Label
192.168.0.255-192.168.0.9-137-137-17,192.168.0.9,137,192.168.0.255,137,17,26-05-2021 20:19,1511033,2,1,100,50,50,50,50,0,50,50,50,0,99.26983726,1.985396745,755516.5,4340.92853,758586,752447,758586,758586,0,758586,758586,0,0,0,0,0,0,0,0,0,16,8,1.32359783,0.661798915,50,50,50,0,0,0,0,0,0,0,0,0,0,0,66.66666667,50,50,0,0,0,0,0,0,2,100,1,50,-1,-1,2,0,0,0,0,0,0,0,0,0,No Label
192.168.0.3-192.168.0.9-7678-51304-6,192.168.0.9,51304,192.168.0.3,7678,6,26-05-2021 20:21,21393,3,6,236,1691,236,0,78.66666667,136.2546635,1460,0,281.8333333,584.5307235,90076.19315,420.6983593,2674.125,5472.185576,15447,22,15896,7948,10841.36117,15614,282,21393,4278.6,6829.246613,15810,56,0,0,0,0,60,144,140.2327864,280.4655729,0,1460,192.7,455.7440924,207702.6778,0,1,0,0,0,0,0,0,2,214.1111111,78.66666667,281.8333333,0,0,0,0,0,0,3,236,6,1691,-1,123,1,0,0,0,0,0,0,0,0,0,No Label
192.168.0.3-192.168.0.9-7678-51304-6,192.168.0.9,51304,192.168.0.3,7678,6,26-05-2021 20:21,350,1,1,0,0,0,0,0,0,0,0,0,0,0,5714.285714,350,0,350,350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,2857.142857,2857.142857,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,-1,513,0,0,0,0,0,0,0,0,0,0,No Label
142.251.10.189-192.168.0.9-443-51276-6,142.251.10.189,443,192.168.0.9,51276,6,26-05-2021 20:19,109560450,4,6,208,52,52,52,52,0,52,0,8.666666667,21.2289111,2.373119132,0.091273813,1.22E+07,1.44E+07,2.96E+07,40668,8.25E+07,2.75E+07,2780560.645,2.97E+07,2.44E+07,1.10E+08,2.19E+07,1.24E+07,2.97E+07,49632,0,1,0,0,80,120,0.036509525,0.054764288,0,52,28.36363636,27.15611433,737.4545455,0,0,0,1,1,0,0,0,1,31.2,52,8.666666667,0,0,0,0,0,0,4,208,6,52,-1,514,4,0,51208.75,3672.052049,56188,47586,2.73E+07,2283336.34,2.96E+07,2.43E+07,No Label
192.168.0.1-239.255.255.250-1900-1900-17,192.168.0.1,1900,239.255.255.250,1900,17,26-05-2021 20:19,101858253,127,1,39207,265,345,261,308.7165354,30.85730024,265,265,265,0,387.5189181,1.256648295,802033.4882,4579507.303,2.99E+07,0,1.02E+08,808398.8254,4597224.744,2.99E+07,0,0,0,0,0,0,0,0,0,0,1016,8,1.246830731,0.009817565,261,345,308.0387597,31.09169983,966.6937984,0,0,0,0,0,0,0,0,0,310.4453125,308.7165354,265,0,0,0,0,0,0,127,39207,1,265,-1,-1,127,0,3016591.667,21097.51723,3040945,3003875,2.99E+07,19909.74616,2.99E+07,2.99E+07,No Label
192.168.0.9-40.126.47.17-51295-443-6,192.168.0.9,51295,40.126.47.17,443,6,26-05-2021 20:21,76695662,19,29,7405,25430,1360,0,389.7368421,580.3472947,1360,0,876.8965517,638.3886716,428.1206934,0.62585026,1631822.596,1.11E+07,7.63E+07,0,7.67E+07,4259250.889,1.80E+07,7.63E+07,7,404444,14444.42857,54700.24681,289266,0,0,0,0,0,392,664,0.247732395,0.378117865,0,1360,670.1020408,656.0020403,430338.6769,0,1,0,0,0,0,0,0,1,684.0625,389.7368421,876.8965517,0,0,0,0,0,0,19,7405,29,25430,-1,2050,8,0,0,0,0,0,0,0,0,0,No Label
192.168.0.1-224.0.0.1-0-0-0,192.168.0.1,0,224.0.0.1,0,0,26-05-2021 20:20,119823082,2,1,0,0,0,0,0,0,0,0,0,0,0,0.025036912,5.99E+07,264.4579362,5.99E+07,5.99E+07,5.99E+07,5.99E+07,0,5.99E+07,5.99E+07,0,0,0,0,0,0,0,0,0,0,0,0.016691275,0.008345637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,-1,-1,0,0,0,0,0,0,5.99E+07,264.4579362,5.99E+07,5.99E+07,No Label
192.168.0.9-224.0.0.251-0-0-0,192.168.0.9,0,224.0.0.251,0,0,26-05-2021 20:20,118506736,4,1,0,0,0,0,0,0,0,0,0,0,0,0.042191694,2.96E+07,2.36E+07,5.55E+07,505707,6.30E+07,2.10E+07,1.98E+07,4.00E+07,505707,0,0,0,0,0,0,0,0,0,0,0,0.033753356,0.008438339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,-1,-1,0,0,505707,0,505707,505707,3.93E+07,1.65E+07,5.55E+07,2.25E+07,No Label
192.168.0.9-224.0.0.252-0-0-0,192.168.0.9,0,224.0.0.252,0,0,26-05-2021 20:20,119496106,7,1,0,0,0,0,0,0,0,0,0,0,0,0.066947788,1.71E+07,1.83E+07,4.15E+07,996,9.93E+07,1.66E+07,2.00E+07,4.15E+07,996,0,0,0,0,0,0,0,0,0,0,0,0.058579315,0.008368474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,1,0,-1,-1,0,0,278012,77968.42212,333144,222880,2.97E+07,1.31E+07,4.15E+07,1.68E+07,No Label
192.168.0.9-239.255.255.250-0-0-0,192.168.0.9,0,239.255.255.250,0,0,26-05-2021 20:20,113997756,4,1,0,0,0,0,0,0,0,0,0,0,0,0.043860512,2.85E+07,2.20E+07,5.10E+07,505717,6.30E+07,2.10E+07,1.98E+07,4.00E+07,505717,0,0,0,0,0,0,0,0,0,0,0,0.03508841,0.008772102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,-1,-1,0,0,505717,0,505717,505717,3.78E+07,1.44E+07,5.10E+07,2.25E+07,No Label
192.168.0.9-239.192.152.143-0-0-0,192.168.0.9,0,239.192.152.143,0,0,26-05-2021 20:20,118991802,4,1,0,0,0,0,0,0,0,0,0,0,0,0.042019701,2.97E+07,2.68E+07,6.30E+07,505691,5.60E+07,1.87E+07,1.85E+07,3.75E+07,505691,0,0,0,0,0,0,0,0,0,0,0,0.033615761,0.00840394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,-1,-1,0,0,505691,0,505691,505691,3.95E+07,2.26E+07,6.30E+07,1.80E+07,No Label
8.0.6.4-8.6.0.1-0-0-0,8.6.0.1,0,8.0.6.4,0,0,26-05-2021 20:21,119914319,77,1,0,0,0,0,0,0,0,0,0,0,0,0.650464437,1557328.818,710115.4311,3166490,53833,1.18E+08,1552214.447,713404.8763,3166490,53833,0,0,0,0,0,0,0,0,0,0,0,0.642125149,0.008339288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,0,1,0,-1,-1,0,0,0,0,0,0,0,0,0,0,No Label
157.240.13.54-192.168.0.9-443-51306-6,192.168.0.9,51306,157.240.13.54,443,6,26-05-2021 20:22,65216004,16,18,2853,812,1360,0,178.3125,360.0886407,244,0,45.11111111,79.40876295,56.19786211,0.521344423,1976242.545,8412892.163,4.50E+07,0,6.52E+07,4344279.133,1.23E+07,4.50E+07,8,6.52E+07,3836212.412,1.16E+07,4.51E+07,0,0,0,0,0,356,384,0.245338552,0.276005871,0,1360,104.7142857,255.166217,65109.79832,0,1,0,0,0,0,0,0,1,107.7941176,178.3125,45.11111111,0,0,0,0,0,0,16,2853,18,812,-1,286,8,0,480736,613976.5755,914883,46589,3.21E+07,1.81E+07,4.50E+07,1.93E+07,No Label
192.168.0.9-20.198.162.78-51203-443-6,192.168.0.9,51203,20.198.162.78,443,6,26-05-2021 20:21,60097446,5,4,202,614,101,0,40.4,55.31997831,171,101,153.5,35,13.57794805,0.14975678,7512180.75,1.93E+07,5.51E+07,43906,6.00E+07,1.50E+07,2.68E+07,5.51E+07,93387,6.01E+07,2.00E+07,3.05E+07,5.52E+07,50075,0,1,0,0,100,80,0.083198211,0.066558569,0,171,91.7,70.26782099,4937.566667,0,0,0,1,1,0,0,0,0,101.8888889,40.4,153.5,0,0,0,0,0,0,5,202,4,614,-1,7135,2,0,4920166,0,4920166,4920166,5.51E+07,0,5.51E+07,5.51E+07,No Label
142.250.196.46-192.168.0.9-443-52681-17,192.168.0.9,52681,142.250.196.46,443,17,26-05-2021 20:21,119958736,109,120,6006,7093,461,33,55.10091743,76.69129374,1350,25,59.10833333,140.92067,109.1958822,1.908989771,526134.807,1524542.076,1.21E+07,1,1.20E+08,1109852.065,2100990.636,1.22E+07,1923,1.20E+08,1007939.647,2020751.748,1.22E+07,1,0,0,0,0,872,960,0.908645786,1.000343985,25,1350,57.09565217,114.4549624,13099.93841,0,0,0,0,0,0,0,0,1,57.34497817,55.10091743,59.10833333,0,0,0,0,0,0,109,6006,120,7093,-1,-1,109,0,7348271.625,6900781.872,1.81E+07,60385,7638602.25,2121376.876,1.21E+07,5902628,No Label
157.240.15.60-192.168.0.9-443-51280-6,192.168.0.9,51280,157.240.15.60,443,6,26-05-2021 20:21,119995871,60,69,4506,5541,1018,0,75.1,144.9707978,1360,0,80.30434783,182.6834537,83.72788094,1.07503699,937467.7422,2384291.033,1.78E+07,1,1.19E+08,2019092.475,3219497.261,1.79E+07,911,1.20E+08,1764645.162,3082585.464,1.79E+07,1,0,1,0,0,1200,1380,0.500017205,0.575019785,0,1360,77.52307692,165.0089598,27227.95683,0,0,0,1,1,0,0,0,1,78.12403101,75.1,80.30434783,0,0,0,0,0,0,60,4506,69,5541,-1,561,26,0,5119427,5082647.706,1.55E+07,54353,8116915.556,4034929.767,1.78E+07,5361723,No Label
192.168.0.9-224.0.0.2-0-0-0,192.168.0.9,0,224.0.0.2,0,0,26-05-2021 20:20,57620655,2,1,0,0,0,0,0,0,0,0,0,0,0,0.052064663,2.88E+07,4.07E+07,5.76E+07,25396,25396,25396,0,25396,25396,0,0,0,0,0,0,0,0,0,0,0,0.034709776,0.017354888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,-1,-1,0,0,0,0,0,0,5.76E+07,0,5.76E+07,5.76E+07,No Label
192.168.0.9-224.0.0.251-5353-5353-17,192.168.0.9,5353,224.0.0.251,5353,17,26-05-2021 20:21,48381422,27,1,911,39,77,28,33.74074074,10.10176143,39,39,39,0,19.63563617,0.57873454,1791904.519,6173106.356,3.21E+07,671,4.84E+07,1860776.385,6284770.397,3.21E+07,671,0,0,0,0,0,0,0,0,0,216,8,0.558065449,0.020669091,28,77,34.10344828,9.828329416,96.59605911,0,0,0,0,0,0,0,0,0,35.32142857,33.74074074,39,0,0,0,0,0,0,27,911,1,39,-1,-1,27,0,5019203.5,7096477.694,1.00E+07,1236,1.87E+07,1.90E+07,3.21E+07,5254749,No Label
192.168.0.9-74.125.200.188-51303-5228-6,192.168.0.9,51303,74.125.200.188,5228,6,26-05-2021 20:21,90436733,9,12,792,4511,517,0,88,175.1328067,1360,0,375.9166667,571.4241313,58.63767768,0.232206531,4521836.65,1.38E+07,4.50E+07,0,9.03E+07,1.13E+07,2.08E+07,4.51E+07,574,9.04E+07,8221521.182,1.82E+07,4.51E+07,0,0,0,0,0,180,288,0.099517085,0.132689446,0,1360,241.0454545,453.785399,205921.1883,0,1,0,0,0,0,0,0,1,252.5238095,88,375.9166667,0,0,0,0,0,0,9,792,12,4511,-1,265,5,0,188103.5,140553.7362,287490,88717,4.50E+07,31007.33946,4.50E+07,4.50E+07,No Label
142.251.10.189-192.168.0.9-443-51276-6,142.251.10.189,443,192.168.0.9,51276,6,26-05-2021 20:22,79754170,6,6,226,91,52,0,37.66666667,20.40261421,52,0,15.16666667,23.85302217,3.974713799,0.150462352,7250379.091,1.24E+07,2.68E+07,3,5.35E+07,1.07E+07,1.46E+07,2.68E+07,3,7.97E+07,1.59E+07,1.45E+07,2.68E+07,1139,0,1,0,0,120,120,0.075231176,0.075231176,0,52,28.38461538,24.23681243,587.4230769,0,0,0,1,1,0,0,0,1,30.75,37.66666667,15.16666667,0,0,0,0,0,0,6,226,6,91,-1,513,5,0,48946,2600.340939,51655,46470,2.65E+07,286553.4287,2.68E+07,2.62E+07,No Label
192.168.0.1-239.255.255.250-1900-1900-17,192.168.0.1,1900,239.255.255.250,1900,17,26-05-2021 20:22,101862153,127,1,39207,265,345,261,308.7165354,30.85730024,265,265,265,0,387.5040811,1.256600182,802064.1969,4581187.263,3.00E+07,0,1.02E+08,808427.6111,4598911.958,3.00E+07,0,0,0,0,0,0,0,0,0,0,1016,8,1.246782993,0.009817189,261,345,308.0387597,31.09169983,966.6937984,0,0,0,0,0,0,0,0,0,310.4453125,308.7165354,265,0,0,0,0,0,0,127,39207,1,265,-1,-1,127,0,3004649.667,1021.248909,3005827,3004003,2.99E+07,3728.485081,3.00E+07,2.99E+07,No Label
