Flow ID,Src IP,Src Port,Dst IP,Dst Port,Protocol,Timestamp,Flow Duration,Tot Fwd Pkts,Tot Bwd Pkts,TotLen Fwd Pkts,TotLen Bwd Pkts,Fwd Pkt Len Max,Fwd Pkt Len Min,Fwd Pkt Len Mean,Fwd Pkt Len Std,Bwd Pkt Len Max,Bwd Pkt Len Min,Bwd Pkt Len Mean,Bwd Pkt Len Std,Flow Byts/s,Flow Pkts/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Tot,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Tot,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Len,Bwd Header Len,Fwd Pkts/s,Bwd Pkts/s,Pkt Len Min,Pkt Len Max,Pkt Len Mean,Pkt Len Std,Pkt Len Var,FIN Flag Cnt,SYN Flag Cnt,RST Flag Cnt,PSH Flag Cnt,ACK Flag Cnt,URG Flag Cnt,CWE Flag Count,ECE Flag Cnt,Down/Up Ratio,Pkt Size Avg,Fwd Seg Size Avg,Bwd Seg Size Avg,Fwd Byts/b Avg,Fwd Pkts/b Avg,Fwd Blk Rate Avg,Bwd Byts/b Avg,Bwd Pkts/b Avg,Bwd Blk Rate Avg,Subflow Fwd Pkts,Subflow Fwd Byts,Subflow Bwd Pkts,Subflow Bwd Byts,Init Fwd Win Byts,Init Bwd Win Byts,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
192.168.0.9-52.184.87.25-51380-443-6,192.168.0.9,51380,52.184.87.25,443,6,26-05-2021 20:36,768335,13,16,3257,6812,1360,0,250.5384615,431.2546841,1360,0,425.75,591.0754605,13104.96073,37.74395283,27440.53571,82402.7889,419034,1,677797,56483.08333,120292.4778,419733,8,767636,51175.73333,108862.5592,419148,1,0,0,0,0,260,380,16.91970299,20.82424984,0,1360,335.6333333,518.9193335,269277.2747,0,1,0,0,0,0,0,0,1,347.2068966,250.5384615,425.75,0,0,0,0,0,0,13,3257,16,6812,-1,2050,7,0,0,0,0,0,0,0,0,0,No Label
192.168.0.9-52.184.87.25-51380-443-6,52.184.87.25,443,192.168.0.9,51380,6,26-05-2021 20:36,734,1,2,0,42,0,0,0,0,42,0,21,29.69848481,57220.70845,4087.19346,367,415.7787873,661,73,0,0,0,0,0,73,73,0,73,73,0,1,0,0,20,40,1362.39782,2724.79564,0,42,21,24.24871131,588,0,0,0,1,1,0,0,0,2,28,0,21,0,0,0,0,0,0,1,0,2,42,-1,0,0,0,0,0,0,0,0,0,0,0,No Label
192.168.0.9-51.140.157.153-51381-443-6,192.168.0.9,51381,51.140.157.153,443,6,26-05-2021 20:36,712103,9,8,2948,4474,1360,0,327.5555556,516.0223133,1360,0,559.25,669.6354552,10422.64953,23.87295096,44506.4375,63041.49759,148070,6,569799,71224.875,81617.78485,193471,12,592688,84669.71429,78495.33276,151300,6,0,0,0,0,180,184,12.6386211,11.23432987,0,1360,412.3333333,577.8506829,333911.4118,0,1,0,0,0,0,0,0,0,436.5882353,327.5555556,559.25,0,0,0,0,0,0,9,2948,8,4474,-1,2046,5,0,0,0,0,0,0,0,0,0,No Label
192.168.0.9-239.255.255.250-0-0-0,192.168.0.9,0,239.255.255.250,0,0,26-05-2021 20:34,60012345,1,1,0,0,0,0,0,0,0,0,0,0,0,0.033326476,6.00E+07,0,6.00E+07,6.00E+07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016663238,0.016663238,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,-1,-1,0,0,0,0,0,0,6.00E+07,0,6.00E+07,6.00E+07,No Label
142.251.10.189-192.168.0.9-443-56105-17,192.168.0.9,56105,142.251.10.189,443,17,26-05-2021 20:34,119864391,65,68,2501,2153,386,33,38.47692308,43.78002816,358,25,31.66176471,40.54907117,38.82721099,1.10958725,908063.5682,2447197.338,1.28E+07,2,1.20E+08,1871714.766,3293634.893,1.29E+07,13463,1.20E+08,1789020.761,3238127.412,1.29E+07,2,0,0,0,0,520,544,0.542279483,0.567307767,25,386,35.06716418,41.98768129,1762.96538,0,0,0,0,0,0,0,0,1,35.33082707,38.47692308,31.66176471,0,0,0,0,0,0,65,2501,68,2153,-1,-1,65,0,4298608,4551142.46,9361544,59649,9606976.75,3424002.425,1.28E+07,6400525,No Label
157.240.15.60-192.168.0.9-443-51375-6,192.168.0.9,51375,157.240.15.60,443,6,26-05-2021 20:35,107337019,94,112,31256,19963,1360,0,332.5106383,537.3290325,1360,0,178.2410714,375.1779457,477.1792665,1.919188756,523595.2146,2315745.618,2.33E+07,0,1.07E+08,1153616.344,3350689.911,2.33E+07,4,1.07E+08,966546.6847,3102144.826,2.33E+07,0,0,0,0,0,1880,2372,0.875746326,1.043442431,0,1360,247.4347826,460.8624296,212394.179,0,1,0,0,0,0,0,0,1,248.6359223,332.5106383,178.2410714,0,0,0,0,0,0,94,31256,112,19963,-1,551,47,0,6122592.833,8381344.323,2.10E+07,40935,1.16E+07,7203129.368,2.33E+07,5411702,No Label
192.168.0.1-239.255.255.250-1900-1900-17,192.168.0.1,1900,239.255.255.250,1900,17,26-05-2021 20:35,101857965,127,1,39207,265,345,261,308.7165354,30.85730024,265,265,265,0,387.5200138,1.256651848,802031.2205,4581215.353,2.99E+07,0,1.02E+08,808396.4444,4598939.842,2.99E+07,0,0,0,0,0,0,0,0,0,0,1016,8,1.246834256,0.009817593,261,345,308.0387597,31.09169983,966.6937984,0,0,0,0,0,0,0,0,0,310.4453125,308.7165354,265,0,0,0,0,0,0,127,39207,1,265,-1,-1,127,0,3004297,592.8583305,3004698,3003616,2.99E+07,1393.604081,2.99E+07,2.99E+07,No Label
192.168.0.9-224.0.0.251-0-0-0,192.168.0.9,0,224.0.0.251,0,0,26-05-2021 20:34,115495123,2,1,0,0,0,0,0,0,0,0,0,0,0,0.025975123,5.77E+07,1069257.883,5.85E+07,5.70E+07,5.85E+07,5.85E+07,0,5.85E+07,5.85E+07,0,0,0,0,0,0,0,0,0,0,0,0.017316749,0.008658374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,-1,-1,0,0,0,0,0,0,5.77E+07,1069257.883,5.85E+07,5.70E+07,No Label
192.168.0.9-74.125.200.188-51303-5228-6,192.168.0.9,51303,74.125.200.188,5228,6,26-05-2021 20:35,90257848,2,4,2,1,1,1,1,0,1,0,0.25,0.5,0.033238107,0.066476214,1.81E+07,2.46E+07,4.50E+07,81155,4.51E+07,4.51E+07,0,4.51E+07,4.51E+07,9.03E+07,3.01E+07,2.60E+07,4.51E+07,84322,0,0,0,0,40,116,0.022158738,0.044317476,0,1,0.571428571,0.534522484,0.285714286,0,0,0,0,1,0,0,0,2,0.666666667,1,0.25,0,0,0,0,0,0,2,2,4,1,-1,265,2,0,83022,1838.477631,84322,81722,4.50E+07,7121.272393,4.50E+07,4.50E+07,No Label
192.168.0.9-213.34.163.254-6881-50239-17,192.168.0.9,6881,213.34.163.254,50239,17,26-05-2021 20:25,65448951,5,7,1138,1346,310,104,227.6,112.8308468,310,104,192.2857143,110.1116317,37.9532439,0.183349004,5949904.636,1.34E+07,3.97E+07,393,6.51E+07,1.63E+07,1.96E+07,3.99E+07,170943,6.54E+07,1.09E+07,1.73E+07,3.99E+07,170326,0,0,0,0,40,56,0.076395418,0.106953586,104,310,199.0769231,106.8881515,11425.07692,0,0,0,0,0,0,0,0,1,215.6666667,227.6,192.2857143,0,0,0,0,0,0,5,1138,7,1346,-1,-1,5,0,341868.5,1683.621246,343059,340678,3.22E+07,1.06E+07,3.97E+07,2.47E+07,No Label
192.168.0.9-20.198.162.78-51203-443-6,192.168.0.9,51203,20.198.162.78,443,6,26-05-2021 20:35,60096372,3,3,101,443,101,0,33.66666667,58.31237719,171,101,147.6666667,40.41451884,9.05212714,0.099839638,1.20E+07,2.68E+07,5.99E+07,42881,6.00E+07,3.00E+07,4.23E+07,5.99E+07,92871,6.01E+07,3.00E+07,4.24E+07,6.00E+07,51465,0,1,0,0,60,60,0.049919819,0.049919819,0,171,92.14285714,70.30037594,4942.142857,0,0,0,1,1,0,0,0,1,107.5,33.66666667,147.6666667,0,0,0,0,0,0,3,101,3,443,-1,7081,1,0,94346,0,94346,94346,5.99E+07,0,5.99E+07,5.99E+07,No Label
8.0.6.4-8.6.0.1-0-0-0,8.6.0.1,0,8.0.6.4,0,0,26-05-2021 20:35,119913910,60,1,0,0,0,0,0,0,0,0,0,0,0,0.508698282,1998565.167,218537.7641,2052042,402476,1.18E+08,1997718.593,220314.4084,2052042,402476,0,0,0,0,0,0,0,0,0,0,0,0.500358966,0.008339316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,1,0,-1,-1,0,0,0,0,0,0,0,0,0,0,No Label
142.250.196.46-192.168.0.9-443-52681-17,192.168.0.9,52681,142.250.196.46,443,17,26-05-2021 20:35,115930313,32,41,3908,3902,785,33,122.125,187.0754117,482,26,95.17073171,124.0681068,67.36805757,0.62968863,1610143.236,4048707.135,1.50E+07,1,1.16E+08,3737994.71,5560422.701,1.50E+07,13140,1.16E+08,2898257.825,5131285.135,1.51E+07,1,0,0,0,0,256,328,0.276027893,0.353660738,26,785,106.0405405,153.4319214,23541.3545,0,0,0,0,0,0,0,0,1,107.4931507,122.125,95.17073171,0,0,0,0,0,0,32,3908,41,3902,-1,-1,32,0,1138704.556,2354637.952,7162722,13341,1.17E+07,3407251.507,1.50E+07,7439106,No Label
192.168.0.9-13.35.238.213-51376-443-6,192.168.0.9,51376,13.35.238.213,443,6,26-05-2021 20:35,90058282,11,13,1090,5362,517,0,99.09090909,178.9577909,1360,0,412.4615385,592.8411276,71.6424948,0.266494091,3915577.478,1.30E+07,4.50E+07,2,9.00E+07,9004887.4,1.90E+07,4.50E+07,177,9.01E+07,7504856.833,1.75E+07,4.50E+07,2,0,0,0,0,220,308,0.122143125,0.144350966,0,1360,258.08,465.1290968,216345.0767,0,1,0,0,0,0,0,0,1,268.8333333,99.09090909,412.4615385,0,0,0,0,0,0,11,1090,13,5362,-1,7,7,0,44531,58619.15216,85981,3081,4.50E+07,36642.98051,4.50E+07,4.50E+07,No Label
192.168.0.1-224.0.0.1-0-0-0,192.168.0.1,0,224.0.0.1,0,0,26-05-2021 20:35,119823161,2,1,0,0,0,0,0,0,0,0,0,0,0,0.025036896,5.99E+07,333.0472939,5.99E+07,5.99E+07,5.99E+07,5.99E+07,0,5.99E+07,5.99E+07,0,0,0,0,0,0,0,0,0,0,0,0.016691264,0.008345632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,-1,-1,0,0,0,0,0,0,5.99E+07,333.0472939,5.99E+07,5.99E+07,No Label
192.168.0.9-114.33.155.28-6881-27291-17,114.33.155.28,27291,192.168.0.9,6881,17,26-05-2021 20:34,420,0,2,0,401,0,0,0,0,303,98,200.5,144.9568901,954761.9048,4761.904762,420,0,420,420,0,0,0,0,0,420,420,0,420,420,0,0,0,0,0,16,0,4761.904762,98,303,166.3333333,118.3568052,14008.33333,0,0,0,0,0,0,0,0,0,249.5,0,200.5,0,0,0,0,0,0,0,0,2,401,-1,-1,0,0,0,0,0,0,0,0,0,0,No Label
192.168.0.9-239.192.152.143-0-0-0,192.168.0.9,0,239.192.152.143,0,0,26-05-2021 20:36,65504447,1,1,0,0,0,0,0,0,0,0,0,0,0,0.030532278,6.55E+07,0,6.55E+07,6.55E+07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015266139,0.015266139,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,-1,-1,0,0,0,0,0,0,6.55E+07,0,6.55E+07,6.55E+07,No Label
192.168.0.9-224.0.0.252-0-0-0,192.168.0.9,0,224.0.0.252,0,0,26-05-2021 20:35,113511726,2,1,0,0,0,0,0,0,0,0,0,0,0,0.026428988,5.68E+07,6015102.829,6.10E+07,5.25E+07,6.10E+07,6.10E+07,0,6.10E+07,6.10E+07,0,0,0,0,0,0,0,0,0,0,0,0.017619325,0.008809663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,-1,-1,0,0,0,0,0,0,5.68E+07,6015102.829,6.10E+07,5.25E+07,No Label
192.168.0.9-94.73.48.241-6881-6933-17,94.73.48.241,6933,192.168.0.9,6881,17,26-05-2021 20:34,448,0,2,0,400,0,0,0,0,302,98,200,144.2497834,892857.1429,4464.285714,448,0,448,448,0,0,0,0,0,448,448,0,448,448,0,0,0,0,0,16,0,4464.285714,98,302,166,117.7794549,13872,0,0,0,0,0,0,0,0,0,249,0,200,0,0,0,0,0,0,0,0,2,400,-1,-1,0,0,0,0,0,0,0,0,0,0,No Label
142.251.10.189-192.168.0.9-443-56105-17,192.168.0.9,56105,142.251.10.189,443,17,26-05-2021 20:36,119728880,52,57,2465,1867,779,33,47.40384615,103.4442655,357,25,32.75438596,44.0840434,36.18174663,0.910390208,1108600.741,2789847.685,1.28E+07,1,1.07E+08,2094117.51,3439161.661,1.29E+07,12588,1.20E+08,2138015.714,3616656.59,1.29E+07,1,0,0,0,0,416,456,0.434314595,0.476075614,25,779,39.68181818,77.8405724,6059.154712,0,0,0,0,0,0,0,0,1,40.04587156,47.40384615,32.75438596,0,0,0,0,0,0,52,2465,57,1867,-1,-1,52,0,3690396.333,4319711.027,9103929,59784,9605989.333,3115896.839,1.28E+07,6412069,No Label
192.168.0.3-239.255.255.250-3955-1900-17,192.168.0.3,3955,239.255.255.250,1900,17,26-05-2021 20:26,1729390,39,1,13418,302,376,302,344.0512821,26.81903165,302,302,302,0,7933.433176,23.12954279,44343.33333,139723.4344,778411,0,1729076,45502,141408.9957,778411,0,0,0,0,0,0,0,0,0,0,312,8,22.55130422,0.57823857,302,376,342,27.70198549,767.4,0,0,0,0,0,0,0,0,0,350.55,344.0512821,302,0,0,0,0,0,0,39,13418,1,302,-1,-1,39,0,0,0,0,0,0,0,0,0,No Label
142.250.182.5-192.168.0.9-443-51382-6,192.168.0.9,51382,142.250.182.5,443,6,26-05-2021 20:36,107430778,27,29,6957,3624,1360,0,257.6666667,483.675352,613,0,124.9655172,201.7483374,98.49132806,0.521265889,1953286.873,8726013.474,4.50E+07,0,1.07E+08,4127486.385,1.25E+07,4.51E+07,5,1.07E+08,3836813.5,1.21E+07,4.51E+07,0,0,0,0,0,588,628,0.251324625,0.269941264,0,1360,185.6315789,366.0466711,133990.1654,0,1,0,0,0,0,0,0,1,188.9464286,257.6666667,124.9655172,0,0,0,0,0,0,27,6957,29,3624,-1,327,17,0,305530.3333,243720.2366,531977,47597,3.55E+07,1.65E+07,4.50E+07,1.64E+07,No Label
157.240.15.60-192.168.0.9-443-51375-6,192.168.0.9,51375,157.240.15.60,443,6,26-05-2021 20:37,109223408,46,48,2405,2575,229,0,52.2826087,75.10042552,208,0,53.64583333,61.24992039,45.59462199,0.860621379,1174445.247,3453664.831,2.28E+07,1,1.01E+08,2242753.711,4608872.827,2.28E+07,707,1.09E+08,2322980.681,4635339.467,2.29E+07,1,0,1,0,0,920,960,0.421155143,0.439466236,0,229,53.75789474,68.07313273,4633.9514,0,0,0,1,1,0,0,0,1,54.32978723,52.2826087,53.64583333,0,0,0,0,0,0,46,2405,48,2575,-1,614,18,0,4923208.667,1.09E+07,2.72E+07,48025,1.32E+07,5163374.285,2.28E+07,8251466,No Label
192.168.0.9-119.246.24.142-6881-26418-17,119.246.24.142,26418,192.168.0.9,6881,17,26-05-2021 20:35,536,0,2,0,401,0,0,0,0,303,98,200.5,144.9568901,748134.3284,3731.343284,536,0,536,536,0,0,0,0,0,536,536,0,536,536,0,0,0,0,0,16,0,3731.343284,98,303,166.3333333,118.3568052,14008.33333,0,0,0,0,0,0,0,0,0,249.5,0,200.5,0,0,0,0,0,0,0,0,2,401,-1,-1,0,0,0,0,0,0,0,0,0,0,No Label
192.168.0.9-239.255.255.250-0-0-0,192.168.0.9,0,239.255.255.250,0,0,26-05-2021 20:36,117987326,2,1,0,0,0,0,0,0,0,0,0,0,0,0.02542646,5.90E+07,2127986.946,6.05E+07,5.75E+07,6.05E+07,6.05E+07,0,6.05E+07,6.05E+07,0,0,0,0,0,0,0,0,0,0,0,0.016950973,0.008475487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,-1,-1,0,0,0,0,0,0,5.90E+07,2127986.946,6.05E+07,5.75E+07,No Label
157.240.15.60-192.168.0.9-443-51389-6,192.168.0.9,51389,157.240.15.60,443,6,26-05-2021 20:38,65209588,15,19,3584,812,1360,0,238.9333333,449.3232159,244,0,42.73684211,77.86230161,67.41339939,0.521395719,1976048.121,8445059.543,4.50E+07,0,4.54E+07,3242008.143,1.20E+07,4.50E+07,13,6.52E+07,3622754.889,1.13E+07,4.51E+07,0,0,0,0,0,336,404,0.230027523,0.291368196,0,1360,125.6,310.3369326,96309.01176,0,1,0,0,0,0,0,0,1,129.2941176,238.9333333,42.73684211,0,0,0,0,0,0,15,3584,19,812,-1,286,8,0,260016,299714.2803,471946,48086,3.23E+07,1.79E+07,4.50E+07,1.97E+07,No Label
157.240.15.60-192.168.0.9-443-51389-6,192.168.0.9,51389,157.240.15.60,443,6,26-05-2021 20:39,223,1,1,0,0,0,0,0,0,0,0,0,0,0,8968.609865,223,0,223,223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,4484.304933,4484.304933,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,-1,512,0,0,0,0,0,0,0,0,0,0,No Label
192.168.0.1-239.255.255.250-1900-1900-17,192.168.0.1,1900,239.255.255.250,1900,17,26-05-2021 20:37,101862472,127,1,39207,265,345,261,308.7165354,30.85730024,265,265,265,0,387.5028676,1.256596247,802066.7087,4580950.232,2.99E+07,0,1.02E+08,808429.0317,4598674.144,2.99E+07,0,0,0,0,0,0,0,0,0,0,1016,8,1.246779089,0.009817158,261,345,308.0387597,31.09169983,966.6937984,0,0,0,0,0,0,0,0,0,310.4453125,308.7165354,265,0,0,0,0,0,0,127,39207,1,265,-1,-1,127,0,3006902.667,847.0208577,3007586,3005955,2.99E+07,1763.285948,2.99E+07,2.99E+07,No Label
192.168.0.9-13.35.238.213-51376-443-6,192.168.0.9,51376,13.35.238.213,443,6,26-05-2021 20:37,104974806,4,6,2,64,1,0,0.5,0.577350269,39,0,10.66666667,16.82458519,0.628722286,0.095260952,1.17E+07,1.95E+07,4.50E+07,1,6.00E+07,2.00E+07,2.29E+07,4.50E+07,287,1.05E+08,2.10E+07,2.28E+07,4.50E+07,1,0,0,0,0,80,156,0.038104381,0.057156571,0,39,6.090909091,13.011184,169.2909091,0,0,0,0,1,0,0,0,1,6.7,0.5,10.66666667,0,0,0,0,0,0,4,2,6,64,-1,7,2,0,3052,38.301436,3094,3019,3.50E+07,1.74E+07,4.50E+07,1.50E+07,No Label
8.0.6.4-8.6.0.1-0-0-0,8.6.0.1,0,8.0.6.4,0,0,26-05-2021 20:37,118070520,59,1,0,0,0,0,0,0,0,0,0,0,0,0.50817088,2001195.254,224924.7949,2150951,404865,1.16E+08,2000396.638,226804.8455,2150951,404865,0,0,0,0,0,0,0,0,0,0,0,0.499701365,0.008469515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,0,1,0,-1,-1,0,0,0,0,0,0,0,0,0,0,No Label
142.250.196.46-192.168.0.9-443-52681-17,192.168.0.9,52681,142.250.196.46,443,17,26-05-2021 20:37,115297039,41,48,4034,4787,497,33,98.3902439,133.0787132,481,26,99.72916667,130.8015778,76.50673492,0.771919216,1310193.625,3583680.028,1.50E+07,1,1.15E+08,2881085.1,4925655.967,1.50E+07,130,1.15E+08,2453128.489,4653908.827,1.51E+07,1,0,0,0,0,328,384,0.355603235,0.416315982,26,497,98.42222222,130.529516,17037.95456,0,0,0,0,0,0,0,0,1,99.52808989,98.3902439,99.72916667,0,0,0,0,0,0,41,4034,48,4787,-1,-1,41,0,796265.7,1491449.637,4868334,13487,1.05E+07,3989549.346,1.50E+07,5014503,No Label
192.168.0.9-74.125.200.188-51303-5228-6,192.168.0.9,51303,74.125.200.188,5228,6,26-05-2021 20:37,90265468,2,4,2,1,1,1,1,0,1,0,0.25,0.5,0.033235301,0.066470602,1.81E+07,2.46E+07,4.50E+07,81183,4.51E+07,4.51E+07,0,4.51E+07,4.51E+07,9.03E+07,3.01E+07,2.60E+07,4.51E+07,82177,0,0,0,0,40,116,0.022156867,0.044313735,0,1,0.571428571,0.534522484,0.285714286,0,0,0,0,1,0,0,0,2,0.666666667,1,0.25,0,0,0,0,0,0,2,2,4,1,-1,265,2,0,82130,66.46803743,82177,82083,4.50E+07,4236.276726,4.50E+07,4.50E+07,No Label
192.168.0.9-224.0.0.251-0-0-0,192.168.0.9,0,224.0.0.251,0,0,26-05-2021 20:37,118493070,2,1,0,0,0,0,0,0,0,0,0,0,0,0.025317936,5.92E+07,1059398.693,6.00E+07,5.85E+07,6.00E+07,6.00E+07,0,6.00E+07,6.00E+07,0,0,0,0,0,0,0,0,0,0,0,0.016878624,0.008439312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,-1,-1,0,0,0,0,0,0,5.92E+07,1059398.693,6.00E+07,5.85E+07,No Label
192.168.0.9-60.119.49.32-6881-25859-17,60.119.49.32,25859,192.168.0.9,6881,17,26-05-2021 20:35,531,0,2,0,401,0,0,0,0,303,98,200.5,144.9568901,755178.9077,3766.478343,531,0,531,531,0,0,0,0,0,531,531,0,531,531,0,0,0,0,0,16,0,3766.478343,98,303,166.3333333,118.3568052,14008.33333,0,0,0,0,0,0,0,0,0,249.5,0,200.5,0,0,0,0,0,0,0,0,2,401,-1,-1,0,0,0,0,0,0,0,0,0,0,No Label
167.114.140.235-192.168.0.9-8000-6881-17,167.114.140.235,8000,192.168.0.9,6881,17,26-05-2021 20:36,480,0,2,0,146,0,0,0,0,79,67,73,8.485281374,304166.6667,4166.666667,480,0,480,480,0,0,0,0,0,480,480,0,480,480,0,0,0,0,0,16,0,4166.666667,67,79,71,6.92820323,48,0,0,0,0,0,0,0,0,0,106.5,0,73,0,0,0,0,0,0,0,0,2,146,-1,-1,0,0,0,0,0,0,0,0,0,0,No Label
192.168.0.9-76.77.186.105-6881-7476-17,76.77.186.105,7476,192.168.0.9,6881,17,26-05-2021 20:36,600,0,2,0,400,0,0,0,0,302,98,200,144.2497834,666666.6667,3333.333333,600,0,600,600,0,0,0,0,0,600,600,0,600,600,0,0,0,0,0,16,0,3333.333333,98,302,166,117.7794549,13872,0,0,0,0,0,0,0,0,0,249,0,200,0,0,0,0,0,0,0,0,2,400,-1,-1,0,0,0,0,0,0,0,0,0,0,No Label
192.168.0.9-20.198.162.78-51203-443-6,192.168.0.9,51203,20.198.162.78,443,6,26-05-2021 20:37,119108199,5,4,202,614,101,0,40.4,55.31997831,171,101,153.5,35,6.850913765,0.075561549,1.49E+07,2.75E+07,5.99E+07,40093,1.19E+08,2.98E+07,3.43E+07,5.99E+07,93546,1.19E+08,3.97E+07,3.43E+07,6.00E+07,49492,0,1,0,0,100,80,0.041978638,0.033582911,0,171,91.7,70.26782099,4937.566667,0,0,0,1,1,0,0,0,0,101.8888889,40.4,153.5,0,0,0,0,0,0,5,202,4,614,-1,8192,2,0,94084.5,232.638131,94249,93920,5.94E+07,715558.1214,5.99E+07,5.89E+07,No Label
142.250.182.5-192.168.0.9-443-51382-6,192.168.0.9,51382,142.250.182.5,443,6,26-05-2021 20:39,104823898,3,5,2,74,1,0,0.666666667,0.577350269,73,0,14.8,32.53767048,0.725025509,0.076318475,1.50E+07,2.12E+07,4.50E+07,226,5.98E+07,2.99E+07,2.15E+07,4.51E+07,1.47E+07,1.05E+08,2.62E+07,2.26E+07,4.51E+07,47311,0,0,0,0,60,136,0.028619428,0.047699047,0,73,8.555555556,24.17183853,584.2777778,0,0,0,0,1,0,0,0,1,9.625,0.666666667,14.8,0,0,0,0,0,0,3,2,5,74,-1,327,2,0,49098.66667,3019.581152,52585,47311,3.49E+07,1.75E+07,4.50E+07,1.47E+07,No Label
192.168.0.9-52.184.87.25-51503-443-6,192.168.0.9,51503,52.184.87.25,443,6,26-05-2021 20:40,757395,14,17,3205,6848,1360,0,228.9285714,413.5146661,1360,0,402.8235294,581.7492195,13273.12697,40.92976584,25246.5,77718.44227,407592,0,668103,51392.53846,112844.0117,408013,12,756974,47310.875,103321.3077,407695,0,0,0,0,0,280,412,18.48441038,22.44535546,0,1360,314.15625,507.1069181,257157.4264,0,1,0,0,0,0,0,0,1,324.2903226,228.9285714,402.8235294,0,0,0,0,0,0,14,3205,17,6848,-1,2050,7,0,0,0,0,0,0,0,0,0,No Label
192.168.0.9-52.184.87.25-51503-443-6,52.184.87.25,443,192.168.0.9,51503,6,26-05-2021 20:40,770,1,2,0,42,0,0,0,0,42,0,21,29.69848481,54545.45455,3896.103896,385,439.8204179,696,74,0,0,0,0,0,74,74,0,74,74,0,1,0,0,20,40,1298.701299,2597.402597,0,42,21,24.24871131,588,0,0,0,1,1,0,0,0,2,28,0,21,0,0,0,0,0,0,1,0,2,42,-1,0,0,0,0,0,0,0,0,0,0,0,No Label
192.168.0.9-52.114.158.91-51504-443-6,192.168.0.9,51504,52.114.158.91,443,6,26-05-2021 20:40,1068736,9,8,2702,4474,1360,0,300.2222222,476.6628205,1360,0,559.25,669.6354552,6714.473921,15.90664112,66796,94367.92939,228757,13,849987,106248.375,131993.6581,321423,13,950427,135775.2857,112413.7312,234452,364,0,0,0,0,180,184,8.421162944,7.485478172,0,1360,398.6666667,564.0710218,318176.1176,0,1,0,0,0,0,0,0,0,422.1176471,300.2222222,559.25,0,0,0,0,0,0,9,2702,8,4474,-1,2047,5,0,0,0,0,0,0,0,0,0,No Label
142.251.10.189-192.168.0.9-443-56105-17,192.168.0.9,56105,142.251.10.189,443,17,26-05-2021 20:38,116772822,64,64,2116,1783,36,33,33.0625,0.393397896,45,25,27.859375,6.125323931,33.38961869,1.096145471,919471.0394,2295627.135,1.17E+07,413,1.17E+08,1852354.476,3034017.322,1.18E+07,47007,1.17E+08,1853536.857,3015316.275,1.17E+07,38190,0,0,0,0,512,512,0.548072736,0.548072736,25,45,30.56589147,5.170295206,26.73195252,0,0,0,0,0,0,0,0,1,30.8046875,33.0625,27.859375,0,0,0,0,0,0,64,2116,64,1783,-1,-1,64,0,4465335.111,4174555.27,8260948,59878,8502549.333,2518411.433,1.17E+07,6404017,No Label
192.168.0.9-34.232.97.135-51502-443-6,192.168.0.9,51502,34.232.97.135,443,6,26-05-2021 20:40,10698941,12,17,3348,5838,1360,0,279,447.6327634,1360,0,343.4117647,559.8986581,858.5896492,2.710548642,382105.0357,1838929.503,9756236,1,1.05E+07,952271.2727,3001899.854,9999320,13,1.07E+07,668683.8125,2425421.667,9756236,1,0,0,0,0,240,364,1.121606335,1.588942307,0,1360,306.2,503.3024319,253313.3379,0,1,0,0,0,0,0,0,1,316.7586207,279,343.4117647,0,0,0,0,0,0,12,3348,17,5838,-1,142,7,0,942499,0,942499,942499,9756236,0,9756236,9756236,No Label
